spec,iso,country,income_group,status,best_order,n_obs,r2,adj_r2,aic,bic,sigma,lr_dd,sum_phi,f_stat,f_pvalue,ect_coef,ecm_r2
cs_base,FIN,Finland,High income,ok,"(1,1,0,0)",71,0.13486620058953855,0.06831744678873386,-474.8202211825309,-458.98146204324166,0.008089501626526881,0.011757357961613715,0.18845856219027238,NA,NA,-0.8115414378097274,0.4437439971082674
cs_base,FJI,Fiji,Upper middle income,ok,"(1,0,0,0)",32,0.7875109202272781,0.7560310565572452,-319.9022861097139,-311.1078706929155,0.0014737247561187761,0.01577058419277039,0.9085853803613886,1.4169093971793738,0.7586009292138903,-0.0914146196386111,0.17349395325344666
cs_base,FRA,France,High income,ok,"(1,0,1,1)",71,0.2782992137154221,0.21063976500124293,-496.38381879879967,-478.28237978246915,0.006905915688933142,-0.005707873459211198,-0.1373526633353524,NA,NA,-1.1373526633353532,0.6563928916974466
cs_base,GAB,Gabon,Upper middle income,ok,"(1,0,1,0)",42,0.8169734960735218,0.7915531483059554,-431.6399490131321,-419.47626168514853,0.0012977793317062304,-0.0023528082619350336,0.7623963647004206,2.4088252421008356,0.388669678980712,-0.23760363529957876,0.21174827123064122
cs_base,GBR,United Kingdom,High income,ok,"(1,0,1,0)",60,0.22156997521746122,0.14949312107092994,-400.64116894706507,-385.9807570115104,0.008053879727441338,-0.005172997633454708,-0.3757357340228631,NA,NA,-1.3757357340228633,0.6854158128057826
cs_base,GHA,Ghana,Lower middle income,ok,"(1,0,0,0)",42,0.43955771599069104,0.37896936096265765,-364.03604083376206,-353.61002312406185,0.0029316724577118803,6.438507713670914e-4,0.6525401071975735,2.2873382178612434,0.42945203114020425,-0.3474598928024259,0.1982552799154451
cs_base,GIN,Guinea,Lower middle income,ok,"(1,2,0,0)",31,0.7265386664118489,0.6581733330148112,-233.4071955919819,-221.93529795610073,0.004923830230435123,0.0031926073474382887,0.7342988737301209,2.808264081166795,0.2709904837352021,-0.2657011262698788,0.32613048800804445
cs_base,GMB,Gambia,Low income,ok,"(1,0,0,0)",42,0.5789489417802073,0.5334299084591486,-346.1895453992813,-335.7635276895811,0.0036256418831446115,-0.0013597809515537695,0.7123416519668857,1.812526651812483,0.6090200608261056,-0.2876583480331143,0.16384382237990086
cs_base,GNB,Guinea-Bissau,Low income,ok,"(1,1,1,1)",36,0.7600485796168289,0.7000607245210362,-231.89089076946382,-217.63922032335884,0.008531516616734966,0.07414334262036144,0.6764405645957116,5.756389124979803,0.007497083031261327,-0.3235594354042887,0.5404978869782215
cs_base,GNQ,Equatorial Guinea,Upper middle income,ok,"(1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
cs_base,GRC,Greece,High income,ok,"(1,0,0,0)",55,0.09709509795206234,0.024862705788227357,-347.11590756411294,-335.0719084527181,0.0096966626238941,0.007480722689320396,0.2411453005691115,8.434405004805917,6.900573779467185e-4,-0.7588546994308883,0.4028968104357216
cs_base,GRD,Grenada,Upper middle income,ok,"(1,0,0,1)",42,0.7802835354673527,0.7497673598378184,-456.8599349495082,-444.69624762152466,9.611898543427686e-4,0.0012288428341877113,0.8467233342551088,0.9059732828705971,0.9126773454643098,-0.15327666574489168,0.21796191161911382
cs_base,GTM,Guatemala,Upper middle income,ok,"(1,0,1,1)",42,0.682353179120758,0.6278994383986022,-357.24400215250563,-343.34264520623867,0.0031161446423433013,-7.827197116827578e-4,0.15691343133536242,8.076487697595253,7.819075709991504e-4,-0.8430865686646374,0.8767139596127818
cs_base,GUY,Guyana,High income,ok,"(1,0,1,1)",42,0.6895014907876313,0.6362731749226538,-358.1999658030386,-344.29860885677164,0.003080882329320466,0.0036674695814524973,0.1678659293518265,8.463867909585097,6.824964876591184e-4,-0.8321340706481732,0.8794883838567367
cs_base,HND,Honduras,Lower middle income,ok,"(1,1,1,1)",42,0.7042853789648773,0.643402956987058,-358.24890341998616,-342.60987685543586,0.0030505371213290387,-0.0046864540236637425,0.14148733096422286,8.67732791333675,6.277175145316128e-4,-0.8585126690357767,0.8852263510426037
cs_base,HTI,Haiti,Lower middle income,ok,"(1,0,1,1)",42,0.6837917845631916,0.6295846619168814,-357.43464994692926,-343.5332930006623,0.003109080208544774,9.313440504377281e-4,0.15242324380470282,8.153040663638091,7.62262237934459e-4,-0.8475767561952973,0.8772723154879837
cs_base,HUN,Hungary,High income,ok,"(1,1,0,1)",33,0.31447863417289174,0.1562813959050976,-217.04395949253984,-205.071899000808,0.007980915859839524,-0.01770893397815969,0.03183896517912241,8.838108221232652,5.864574189124426e-4,-0.9681610348208778,0.5903945783760728
cs_base,IDN,Indonesia,Upper middle income,ok,"(1,1,1,1)",42,0.3548259027120406,0.22199594150569613,-220.47023171369597,-204.83120514914566,0.015729531970501566,-0.027277235121497552,-0.06570949203479619,NA,NA,-1.0657094920347965,0.6561225931095881
cs_base,IND,India,Lower middle income,ok,"(1,0,0,0)",71,0.041254529441906676,-0.016851256652523183,-426.54817007156333,-412.97209080931543,0.011438237603145341,-0.019431937901432272,0.06516383213603644,NA,NA,-0.9348361678639642,0.48501242395158434
cs_base,IRL,Ireland,High income,ok,"(1,0,0,0)",47,0.3919992514055777,0.33409441820610886,-301.85616892145157,-290.7552833111912,0.009080782101523117,-0.0373331454045644,-0.2859752057691402,NA,NA,-1.2859752057691403,0.7167135915992957
cs_base,IRN,Iran,Lower middle income,ok,"(1,1,1,1)",42,0.5148711015371252,0.4149916224418275,-238.63377393212983,-222.99474736757952,0.012670891022415535,-0.007117407133764762,-0.4699127112048952,NA,NA,-1.469912711204896,0.8294597742641225
cs_base,ISL,Iceland,High income,ok,"(1,0,0,0)",42,0.32162706845169514,0.24828945423025672,-251.77164517803874,-241.34562746833853,0.011156853419338562,-0.022980958050899468,-0.12300986466132591,NA,NA,-1.1230098646613254,0.6904488093399845
cs_base,ISR,Israel,High income,ok,"(1,0,0,0)",39,0.5863262934006943,0.5376587985066583,-365.7364139140595,-355.7550440372816,0.0020434565661802658,0.0010115306076542213,0.763227800515492,1.38278531899669,0.7706225043436146,-0.2367721994845084,0.13991858310821553
cs_base,ITA,Italy,High income,ok,"(1,0,0,0)",48,0.22715221888098103,0.15525940203270028,-383.82534024418135,-372.59813417873397,0.004139754828195792,-0.011950479713721178,0.2753954655502015,7.012144769221659,0.001390076406288647,-0.7246045344497988,0.394780295979365
cs_base,JAM,Jamaica,Upper middle income,ok,"(1,0,1,1)",42,0.6835461497814954,0.629296918315466,-357.40203644942505,-343.5006795031581,0.0031102875617156378,0.0015551486284470556,0.14681220846530527,8.139920347040434,7.656292268677284e-4,-0.8531877915346945,0.8771769789770347
cs_base,JOR,Jordan,Lower middle income,ok,"(1,1,0,0)",42,0.30566398285046253,0.20922842491302684,-282.20499840905063,-270.0413110810671,0.00768785725794451,0.0277798454314461,0.48604324563746587,3.8474620419482166,0.09062946386216168,-0.5139567543625345,0.3007567265659223
cs_base,JPN,Japan,High income,ok,"(1,1,0,0)",67,0.23663729475175893,0.17406658120682117,-466.4152142957071,-450.9823659599703,0.0070324697295025525,0.009282231203589997,0.22693909618318828,NA,NA,-0.7730609038168117,0.49625864250339324
cs_base,KAZ,Kazakhstan,Upper middle income,ok,"(1,0,1,0)",29,0.10423299890225625,-0.09049895785812301,-158.11030142437144,-148.53923061446613,0.013975398903755149,-0.004167867451558189,0.01333247716895119,5.930149238465682,0.005844926544676266,-0.9866675228310487,0.5156752531606359
cs_base,KEN,Kenya,Lower middle income,ok,"(1,1,0,1)",42,0.39147154315911586,0.28715237912924996,-220.76982234714237,-206.8684654008754,0.015820224654445273,-0.18619306277955688,0.15677167357179134,10.644697691079749,1.228430917229521e-4,-0.843228326428208,0.6022001789190327
cs_base,KGZ,Kyrgyzstan,Lower middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_base,KNA,Saint Kitts and Nevis,High income,ok,"(1,0,0,1)",38,0.7673173511733238,0.7309606872941556,-409.5511875042814,-398.0880843861967,0.0010017013791008447,0.0017453643110734644,0.8358856094777226,0.8967739964573814,0.9147504965691337,-0.1641143905222771,0.24449456723382915
cs_base,KWT,Kuwait,High income,ok,"(1,0,0,0)",31,0.14092123830714956,0.008755274969788007,-165.2679256015864,-156.66400237467553,0.015143963272120736,-0.006832047962816079,-0.11412005089133209,8.904403062755327,5.694445674253417e-4,-1.1141200508913323,0.5780427210635859
cs_base,LAO,Lao PDR,Lower middle income,ok,"(1,0,1,0)",42,0.42703457999132355,0.347456049434563,-389.8357229917771,-377.67203566379357,0.0021346953746473885,-0.0033605280885585587,0.6109212809362137,3.1148619511670286,0.2002200373270235,-0.3890787190637863,0.34626095348897745
cs_base,LBN,Lebanon,Lower middle income,ok,"(1,0,0,0)",32,0.24026442068933504,0.1277110015321995,-206.20966006025606,-197.4152446434577,0.00870798417201712,-0.006642275080360817,0.1513606138071343,9.275812798986703,4.741318924383071e-4,-0.8486393861928655,0.5788045146498408
cs_base,LCA,Saint Lucia,Upper middle income,ok,"(1,1,0,0)",41,0.8201103701399319,0.7944118515884937,-453.73361374687244,-441.7386092799423,8.727206944670722e-4,0.006767001459774835,0.8426355931747986,1.4029178119473795,0.7635264505910109,-0.15736440682520147,0.37306092734503565
cs_base,LKA,Sri Lanka,Lower middle income,ok,"(1,0,0,1)",42,0.4874183529447143,0.416226457520369,-342.32581596569685,-330.1621286377133,0.003758117195463951,0.0030486001660061687,0.522350285522851,4.344261502342024,0.05063225237105008,-0.47764971447714977,0.3431634782266609
cs_base,LSO,Lesotho,Lower middle income,ok,"(1,0,0,0)",42,0.7303615383802304,0.7012114344213365,-368.102692725869,-357.6766750161688,0.0027931236079937467,-0.006910100180735903,0.8465043473189454,1.1799927096673084,0.8379624207022727,-0.15349565268105408,0.11313456706193108
cs_base,LUX,Luxembourg,High income,ok,"(1,0,0,0)",42,0.21963233669001628,0.13526826498082878,-223.9137543275813,-213.4877366178811,0.015544323492558647,-3.7956704172218526e-4,-0.22376880285513398,NA,NA,-1.2237688028551346,0.6581804626709772
cs_base,MAR,Morocco,Lower middle income,ok,"(1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
cs_base,MDG,Madagascar,Low income,ok,"(1,0,0,0)",42,0.29443318895297244,0.21815569586680728,-250.34457415579067,-239.91855644609046,0.011348015766009665,-0.03498499883722088,0.49340594776514696,3.7214676379753517,0.10498680634657322,-0.506594052234853,0.2868964208090347
cs_base,MDV,Maldives,Upper middle income,ok,"(1,0,0,1)",42,0.8063217646640093,0.7794220097562328,-359.11597062063004,-346.9522832926465,0.003077246773751514,0.017667534574883487,0.7476276633078578,3.478340167801689,0.1371289610660036,-0.2523723366921428,0.2879222178294938
cs_base,MEX,Mexico,Upper middle income,ok,"(2,2,2,2)",39,0.5717546549884652,0.39728432924302515,-243.3193153964973,-221.69301399681189,0.009206110054636788,0.012964750399454376,-0.21138324393551128,10.244843909509568,2.2545519314991477e-4,-1.2113832439355112,0.6824508292703926
cs_base,MKD,North Macedonia,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_base,MLI,Mali,Low income,ok,"(1,0,1,1)",42,0.687830586163209,0.6343158295054734,-318.5673167411639,-304.66595979489693,0.004938359925828223,-0.02605936600691728,0.667501131499482,6.028674777805007,0.005186010085915227,-0.33249886850051835,0.4143275994950476
cs_base,MLT,Malta,High income,ok,"(1,0,0,1)",42,0.4686638529100469,0.3948671658142201,-314.0207929909444,-301.85710566296086,0.0052639549998339235,0.004034548066366881,-0.5539686181098142,NA,NA,-1.5539686181098147,0.8146264772448608
cs_base,MUS,Mauritius,Upper middle income,ok,"(1,1,0,1)",47,0.7190025737025401,0.6768529597579211,-430.731713760464,-415.93053294678356,0.0022636663545230013,-0.003899329544669396,0.743211610187748,2.6869992491592556,0.30353187937761034,-0.2567883898122517,0.2878403913436874
cs_base,MWI,Malawi,Low income,ok,"(1,0,0,2)",28,0.40663273091402224,0.2370992254608858,-144.39535705946412,-133.7377209780625,0.01593399659668747,-0.02300481093526179,0.3986170875258324,3.6034502927751846,0.1194322296344238,-0.6013829124741678,0.5883918169612302
cs_base,MYS,Malaysia,Upper middle income,ok,"(1,0,0,0)",42,0.1677508574650564,0.07777797719100843,-282.28812558677174,-271.86210787707154,0.007758294523088097,0.004882131350812907,-0.002823774632823514,10.846315212625584,7.110318447717593e-5,-1.0028237746328237,0.5397166146066092
cs_base,NAM,Namibia,Upper middle income,ok,"(1,1,0,0)",33,0.7146769562314705,0.6618393555335947,-318.6864120376077,-308.21085910734234,0.0017305666198636344,0.041224101653057434,0.8714324336386637,1.8727253986069832,0.5858181773286915,-0.12856756636133634,0.2565167129806029
cs_base,NER,Niger,Low income,ok,"(1,1,0,1)",42,0.6907279566883342,0.6377098921206201,-297.3702239717891,-283.4688670255221,0.006355875239770242,0.09567968955666006,0.5840264631539365,6.612279327220595,0.0022964105424555185,-0.4159735368460631,0.5144806732425776
cs_base,NGA,Nigeria,Lower middle income,ok,"(1,0,1,0)",42,0.7997993257011523,0.771993676492979,-422.462125522659,-410.29843819467544,0.0014476106951834742,0.010706437750856071,0.7638915416960619,3.1409995365159404,0.19508940103973565,-0.2361084583039377,0.2755832332135166
cs_base,NLD,Netherlands,High income,ok,"(1,0,1,1)",42,0.5198848198568299,0.4375793604037149,-334.3953049064338,-320.49394796016685,0.004090244902880252,-0.02008406182076656,-0.3723430813903951,NA,NA,-1.372343081390395,0.8244233584195486
cs_base,NOR,Norway,High income,ok,"(1,0,1,0)",65,0.1591895914751307,0.08793447210861638,-377.203604019294,-361.98289313002454,0.012528213316922325,0.0024629531905532753,-0.27641052833653634,NA,NA,-1.276410528336536,0.6499829311686421
cs_base,NPL,Nepal,Lower middle income,ok,"(1,0,0,0)",42,0.6761353805803386,0.6411229892917265,-345.89440985034923,-335.46839214064903,0.003638403047922701,0.015277465327061574,0.7494488365698437,1.9941653987787409,0.5387169256909139,-0.25055116343015643,0.17735112638909867
cs_base,NZL,New Zealand,High income,ok,"(1,1,0,1)",71,0.2085981622422523,0.13440423995246353,-372.6909285344906,-354.58948951816006,0.01650156265055172,0.024863917468444647,0.014231926646494348,NA,NA,-0.985768073353506,0.5826211328071097
cs_base,OMN,Oman,High income,ok,"(1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
cs_base,PAK,Pakistan,Lower middle income,ok,"(1,0,1,0)",42,0.25133727125078,0.1473563367022772,-296.53142247337735,-284.3677351453938,0.006482391086927358,-0.05472398058878172,0.25316858236271794,7.820350114110463,8.476386379721541e-4,-0.7468314176372814,0.4857321895092795
cs_base,PAN,Panama,High income,ok,"(1,0,1,1)",42,0.708435733802734,0.6584532881689169,-360.8425491615587,-346.9411922152917,0.002985468544393283,0.011941396420943703,0.15873206419359387,9.581740008525522,3.9562360940746346e-4,-0.8412679358064061,0.8868371992568089
cs_base,PHL,Philippines,Lower middle income,ok,"(1,1,0,0)",42,0.38292728236104956,0.2972227382445287,-315.33533017016845,-303.1716428421849,0.0051822192604953354,-0.018396231956465035,0.47511786261941497,4.309570822469636,0.05298232570007868,-0.5248821373805853,0.3308641284166009
cs_base,POL,Poland,High income,ok,"(1,1,1,0)",36,0.2863710684519614,0.13872370330409134,-243.7462742361584,-231.07812272850953,0.007310715567658204,0.0046197060655047174,-0.06748514861070207,10.469761511576362,1.6773592460790572e-4,-1.0674851486107022,0.5958983464608326
cs_base,PRT,Portugal,High income,ok,"(1,0,0,0)",71,0.41940053337204053,0.38421268690974,-450.9672180475929,-437.391138785345,0.009631093702807302,-0.005466861955210972,-0.32712341975815723,NA,NA,-1.3271234197581574,0.7820714891348133
cs_base,PRY,Paraguay,Upper middle income,ok,"(1,1,1,1)",42,0.7127660179011357,0.6536296098219578,-359.4710076134853,-343.831981048935,0.003006476578026557,0.007162851458784166,0.1432390485894533,9.173724987494136,5.003300812517177e-4,-0.8567609514105471,0.8885178821572892
cs_base,QAT,Qatar,High income,ok,"(1,1,0,1)",32,0.722374312721899,0.6557441477751548,-371.5810568812332,-359.8551696588354,6.416532507775727e-4,0.002629023704875416,0.624714253674202,4.49793169435555,0.042308060384044756,-0.3752857463257974,0.43320636807074825
cs_base,RUS,Russian Federation,Upper middle income,ok,"(1,0,1,1)",30,0.43390463468214213,0.2862275828600922,-138.83913015024484,-127.6295510969476,0.02092649709287167,-0.04158294742002135,-0.22186652820093022,NA,NA,-1.2218665282009311,0.7309638416746511
cs_base,RWA,Rwanda,Low income,ok,"(1,1,0,0)",42,0.7774862957268324,0.7465816145777813,-384.80148489014306,-372.6377975621595,0.0022665420879577946,0.03635347707087833,0.8093357141995867,4.624650572599352,0.036437649621123225,-0.19066428580041292,0.3796493666954007
cs_base,SAU,Saudi Arabia,High income,ok,"(1,1,1,1)",33,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
cs_base,SDN,Sudan,Low income,ok,"(1,1,0,0)",30,0.6364751936374402,0.5607408589785736,-307.62330443112893,-297.8149227594938,0.0012712492955604677,0.013401624865296616,0.7769610264735476,1.7348238872297672,0.6384574050707865,-0.22303897352645213,0.25497897589107105
cs_base,SEN,Senegal,Lower middle income,ok,"(1,0,0,0)",42,0.3760486074697942,0.30859440287193407,-269.9758005513488,-259.5497828416486,0.008983035284229066,-0.006755721378503521,0.625281066175074,2.555513476622771,0.3425981657880986,-0.3747189338249261,0.2164677954654989
cs_base,SGP,Singapore,High income,ok,"(1,0,0,0)",59,0.03648127294011286,-0.03489048461987898,-326.4556315459483,-313.990406882514,0.01436544084086422,0.029221652286321467,-0.06859435044449522,NA,NA,-1.0685943504444957,0.5509123676789864
cs_base,SLE,Sierra Leone,Low income,ok,"(1,0,0,0)",42,0.6571088328681968,0.6200395175025963,-377.09850895308716,-366.67249124338696,0.002509459752710331,0.0018693100610909113,0.7573772069768419,1.449673788564524,0.7471595326978795,-0.242622793023158,0.135487662260684
cs_base,SLV,El Salvador,Upper middle income,ok,"(1,0,0,1)",42,0.29103861086698996,0.1925717512651831,-213.97235416525012,-201.80866683726654,0.01732127454518039,0.006653846822230938,-0.23649036596448786,NA,NA,-1.236490365964488,0.7171276452815835
cs_base,STP,Sao Tome and Principe,Lower middle income,ok,"(1,1,0,0)",42,0.7215742541965494,0.682904011723848,-350.0690271988846,-337.90533987090106,0.0034271773761637226,0.012802359601940467,0.7602067153513379,2.141978604564912,0.48304410868692377,-0.23979328464866168,0.19471392618880276
cs_base,SUR,Suriname,Upper middle income,ok,"(1,1,1,1)",32,0.7955858114049756,0.7359650063980936,-272.02162515812336,-258.8300020329258,0.003007381867843377,0.00701172510512971,0.20662132653860896,6.866233695478117,0.001655432257720385,-0.7933786734613909,0.9212593335500321
cs_base,SVK,Slovakia,High income,ok,"(1,1,0,0)",29,0.4128398006661784,0.2851962790718694,-171.86543389647187,-162.29436308656656,0.011024731930189184,0.021495672957249076,-0.356894952116071,NA,NA,-1.356894952116071,0.7829169400574147
cs_base,SVN,Slovenia,High income,ok,"(1,0,1,0)",29,0.28538385247481685,0.13003251605629873,-212.77103101709457,-203.19996020718926,0.005445949876286085,3.7920974841045647e-4,-0.24987567085585735,NA,NA,-1.2498756708558578,0.6934464613976544
cs_base,SWE,Sweden,High income,ok,"(1,1,0,0)",71,0.13997139033285022,0.07381534343537721,-484.102263368106,-468.26350422881677,0.00757763110185026,0.020777102352282556,0.0031655118949349137,NA,NA,-0.9968344881050648,0.5353742892088297
cs_base,SWZ,Swaziland,Lower middle income,ok,"(1,0,1,1)",42,0.8174963009154452,0.78620995250095,-399.9589298041164,-386.05757285784944,0.0018740193376820822,0.004605592480013217,0.7569660255633995,3.2945552524672546,0.16688848455659183,-0.24303397443660021,0.3158288059099253
cs_base,SYC,Seychelles,High income,ok,"(1,0,0,0)",42,0.5743923327919825,0.5283806930938184,-256.07827915845394,-245.65226144875373,0.010599263455539543,-0.006320642873323075,0.7229859662195876,1.8757005955406496,0.584634814212197,-0.2770140337804126,0.16859168368169622
cs_base,SYR,Syrian Arab Republic,Low income,ok,"(1,0,0,0)",29,0.7257274906638697,0.6800154057745146,-389.35466201377744,-381.1508870338586,2.62771559276807e-4,0.002875155335028044,0.8555790050325633,1.0964208580128196,0.8630964249513685,-0.14442099496743674,0.15450335879879748
cs_base,TCD,Chad,Low income,ok,"(1,1,0,0)",42,0.6938560724681097,0.6513360825331249,-450.4527758667225,-438.28908853873895,0.001037373847534632,-0.0028939482370293067,0.7677044926185955,1.5263356515612994,0.7196357826657724,-0.23229550738140461,0.16217123737549968
cs_base,TGO,Togo,Low income,ok,"(1,0,0,0)",42,0.2772746817774695,0.19914221494260131,-329.9828698917691,-319.5568521820689,0.004397199922194996,-0.003756740368536747,0.4633470148307443,3.6150259390603336,0.11796368708335828,-0.5366529851692559,0.2809963972233059
cs_base,THA,Thailand,Upper middle income,ok,"(1,1,0,1)",42,0.30017984143299853,0.1802106713929411,-240.77421813581952,-226.87286118955257,0.01246770366510784,0.00806939800783674,-0.3477982651906034,NA,NA,-1.3477982651906038,0.7336589552495909
cs_base,TTO,Trinidad and Tobago,High income,ok,"(1,1,1,1)",42,0.7426283519506418,0.6896400714698916,-364.0816000582173,-348.442573493667,0.002845904137120912,0.0026483086498103286,0.32531910587052487,6.357034029693972,0.0034485665361489387,-0.674680894129475,0.9001081411483706
cs_base,TUN,Tunisia,Lower middle income,ok,"(1,0,1,0)",42,0.6911927167589152,0.6483028163087646,-420.6308321336512,-408.46714480566766,0.0014795167477585813,0.007924207775460346,0.6401926325278442,4.482864766450236,0.043011739697810795,-0.35980736747215636,0.36927394710795575
cs_base,TUR,Turkey,Upper middle income,ok,"(1,0,0,0)",42,0.3039823027674196,0.22873714630984332,-268.48924891920933,-258.0632312095091,0.009143423460409219,-0.006712478173969274,0.40026034598756344,4.951051563744965,0.023598034665834985,-0.5997396540124368,0.34863978498500114
cs_base,TWN,Taiwan,High income,ok,"(1,0,0,1)",35,0.28593332503074204,0.16281838107052526,-219.36640475988779,-208.4789683294619,0.009478604295782607,-0.007440679538926986,-0.3930018009151398,NA,NA,-1.3930018009151401,0.7278286506585451
cs_base,TZA,Tanzania,Lower middle income,ok,"(1,0,1,0)",42,0.6350640453098136,0.5843784960472878,-414.0141150247317,-401.85042769674817,0.0016007719064576873,-0.0024739745268953224,0.7035733067937223,1.626741982924477,0.6804491461285872,-0.2964266932062779,0.26588456888309125
cs_base,UGA,Uganda,Low income,ok,"(1,1,1,1)",31,0.45134779057404983,0.2843666833574563,-204.19639828725897,-191.29051344689265,0.00780098778246043,0.017270003573826246,0.5601579862349975,2.46766163566305,0.3696005989859229,-0.4398420137650025,0.3948964292756013
cs_base,URY,Uruguay,High income,ok,"(1,1,0,0)",32,0.2923472634992199,0.1562601987875314,-198.2275106876229,-187.9673593680248,0.009743316606162887,0.021150597175339615,-0.15365462814612338,NA,NA,-1.1536546281461235,0.6510165511168393
cs_base,USA,United States,High income,ok,"(1,1,0,0)",71,0.31311252942585727,0.2602750316893847,-517.067681362173,-501.22892222288374,0.006007746983569193,0.03634440944274845,0.025935145946501037,NA,NA,-0.974064854053499,0.6513959624657795
cs_base,VCT,Saint Vincent and the Grenadines,Upper middle income,ok,"(1,0,0,1)",42,0.7866338038861175,0.7569996099814116,-458.0917108425679,-445.92802351458437,9.471978079458974e-4,0.00821087224035351,0.8343101237434453,1.2007978166583426,0.8316874460287527,-0.1656898762565554,0.24056445888601807
cs_base,VEN,Venezuela,Upper middle income,ok,"(1,0,1,1)",42,0.7323781624636163,0.6865001331716648,-364.4413409449541,-350.53998399868715,0.002860264037848276,0.006465564824150283,0.11339030575168889,NA,NA,-0.8866096942483109,0.8961298067467349
cs_base,YEM,Yemen,Low income,ok,"(1,0,1,0)",32,0.20561553690267903,0.052849293999348124,-175.13513820881508,-164.87498688921698,0.013976815115578486,-0.0023839816952873094,-0.1335085716072437,9.479384135166665,4.2189058934573087e-4,-1.1335085716072435,0.644505955528268
cs_base,ZAF,South Africa,Upper middle income,ok,"(1,0,1,0)",44,0.24282182129934204,0.1431931135755713,-281.9028619426123,-269.41353450518443,0.009021277563514478,-0.015627130948984717,0.06858835949304183,9.30723334757113,4.660686236464623e-4,-0.9314116405069582,0.5804314592276274
cs_base,ZMB,Zambia,Lower middle income,ok,"(1,0,0,0)",42,0.2232800954287222,0.13931037601561103,-259.0777879241237,-248.6517702144235,0.010227458117137394,0.0018449307925667731,0.45860044513470694,3.5221654966955285,0.1307016834576724,-0.5413995548652931,0.27576885827284336
cs_ctrl,ALB,Albania,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_ctrl,ARE,United Arab Emirates,High income,ok,"(1,0,2,0,0,2,1,2,0,1)",41,0.8849452976000203,0.7908096320000368,-351.53258907152855,-317.2611477374424,0.0027879146549058165,8.22231927559036e-4,0.5713450166981073,5.262029949861493,7.25039545814789e-4,-0.4286549833018934,0.8351989256665993
cs_ctrl,ARG,Argentina,Upper middle income,ok,"(1,0,0,0,0,1,1,1,0,1)",42,0.609103639083305,0.4064166371265001,-239.54118571088765,-211.73847181835376,0.01190668442371037,0.008697028917991097,-0.2228482887341209,NA,NA,-1.2228482887341205,0.8323609636945467
cs_ctrl,ATG,Antigua and Barbuda,High income,ok,"(2,2,2,2,2,2,2,2,2,2)",31,0.9923379028138991,0.7701370844169733,-389.0130007163562,-344.55939737731666,9.337067246732683e-4,0.01537016754326363,0.41579182121272884,0.7277928614952585,0.9915734154193151,-0.5842081787872688,0.979057037274535
cs_ctrl,AUS,Australia,High income,ok,"(1,0,0,0,0,0,0,1,1,1)",71,0.2952149545362277,0.13447450557080587,-440.0937866867547,-406.15358853113497,0.009856305728351349,0.009265074646493189,-0.3662761917219384,NA,NA,-1.3662761917219375,0.7291976421631939
cs_ctrl,AUT,Austria,High income,ok,"(1,2,0,1,0,1,0,0,0,1)",41,0.6575637909195916,0.45210206547134657,-319.4386689623859,-290.3079438284127,0.0041617563988226285,0.018733743634969886,-0.37104480298564296,NA,NA,-1.3710448029856426,0.8884375983458104
cs_ctrl,AZE,Azerbaijan,Upper middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cs_ctrl,BDI,Burundi,Low income,ok,"(1,0,0,1,1,0,0,0,0,0)",42,0.7507576820238612,0.6476229297578727,-343.02103080735117,-318.693656151384,0.0035151654944629764,-7.090447388201261e-5,0.5844150286605577,2.4714908557678554,0.26498768970980513,-0.4155849713394418,0.48602188079056857
cs_ctrl,BEL,Belgium,High income,ok,"(1,0,1,0,0,1,0,0,0,1)",42,0.38606670272226407,0.1010262432718867,-309.6295795813634,-283.56453530711286,0.005198343510169186,-0.033529284451753225,0.26848280900560456,4.284286154950774,0.004381303811402141,-0.7315171909943948,0.6598836978877991
cs_ctrl,BEN,Benin,Lower middle income,ok,"(1,1,0,0,0,0,0,0,0,1)",42,0.666116422651473,0.5279577009900136,-306.4690407324635,-282.14166607649634,0.005431576077381528,-0.022443992677911497,0.6635173736597488,1.6506333902676655,0.7356187677374922,-0.33648262634025083,0.36901989656681955
cs_ctrl,BFA,Burkina Faso,Low income,ok,"(1,0,1,0,1,0,0,1,0,1)",42,0.6982673489723328,0.5418133817728016,-281.23367996579856,-253.43096607326467,0.007248254935713459,0.0994289555438948,0.8492492614462567,2.252829231483598,0.37435122409465266,-0.15075073855374335,0.595099422393045
cs_ctrl,BGD,Bangladesh,Lower middle income,ok,"(1,0,0,0,0,0,1,0,0,0)",42,0.49954140420618404,0.31603991908178486,-311.1865324482586,-288.5968274105748,0.005170283268332084,-0.02023989252290702,0.4854199395631164,1.7003401531787272,0.7074536430768866,-0.5145800604368834,0.3775575347377809
